Scoring Lookup — Option-to-Severity Map (Methodology Section 3),,,,,,
Q Code,Question (abridged),Response Option,Severity Score (0-100),Score Type,Lookup Key (helper),Score (helper)
H01,Is there a functioning health facility (clinic/health center) withi...,Yes,0,Standard,H01|Yes,0
H01,Is there a functioning health facility (clinic/health center) withi...,No,100,Standard,H01|No,100
H01,Is there a functioning health facility (clinic/health center) withi...,Don't know,DK/NA — excluded,Excluded from denominator,H01|Don't know,DK/NA
H02,What is the approximate distance (in km) from the village center to...,Floor=0,0,Numeric-Floor,H02|Floor,0
H02,What is the approximate distance (in km) from the village center to...,Ceiling=10,100,Numeric-Ceiling,H02|Ceiling,100
H03,"During the past 12 months, was the nearest health facility closed o...",Yes,100,Standard,H03|Yes,100
H03,"During the past 12 months, was the nearest health facility closed o...",No,0,Standard,H03|No,0
H03,"During the past 12 months, was the nearest health facility closed o...",Don't know,DK/NA — excluded,Excluded from denominator,H03|Don't know,DK/NA
H04,Does lack of transportation prevent household members from reaching...,Always,100,Standard,H04|Always,100
H04,Does lack of transportation prevent household members from reaching...,Often,70,Standard,H04|Often,70
H04,Does lack of transportation prevent household members from reaching...,Sometimes,35,Standard,H04|Sometimes,35
H04,Does lack of transportation prevent household members from reaching...,Never,0,Standard,H04|Never,0
H05,Among women in this household who were pregnant in the past 2 years...,"Yes, all",0,Standard,"H05|Yes, all",0
H05,Among women in this household who were pregnant in the past 2 years...,Some did,50,Standard,H05|Some did,50
H05,Among women in this household who were pregnant in the past 2 years...,None did,100,Standard,H05|None did,100
H05,Among women in this household who were pregnant in the past 2 years...,Not applicable,DK/NA — excluded,Excluded from denominator,H05|Not applicable,DK/NA
H06,"Was the most recent birth in this household attended by a doctor, n...",Yes,0,Standard,H06|Yes,0
H06,"Was the most recent birth in this household attended by a doctor, n...",No,100,Standard,H06|No,100
H06,"Was the most recent birth in this household attended by a doctor, n...",Not applicable,DK/NA — excluded,Excluded from denominator,H06|Not applicable,DK/NA
H07,Have all children under 5 in this household received their complete...,"Yes, all",0,Standard,"H07|Yes, all",0
H07,Have all children under 5 in this household received their complete...,Partially,50,Standard,H07|Partially,50
H07,Have all children under 5 in this household received their complete...,None,100,Standard,H07|None,100
H07,Have all children under 5 in this household received their complete...,No children under 5,DK/NA — excluded,Excluded from denominator,H07|No children under 5,DK/NA
H08,Are children under 5 in this household regularly weighed and monito...,"Yes, regularly",0,Standard,"H08|Yes, regularly",0
H08,Are children under 5 in this household regularly weighed and monito...,Occasionally,50,Standard,H08|Occasionally,50
H08,Are children under 5 in this household regularly weighed and monito...,Never,100,Standard,H08|Never,100
H08,Are children under 5 in this household regularly weighed and monito...,No children under 5,DK/NA — excluded,Excluded from denominator,H08|No children under 5,DK/NA
H09,Does any member of this household have a diagnosed chronic conditio...,Yes,100,Standard,H09|Yes,100
H09,Does any member of this household have a diagnosed chronic conditio...,No,0,Standard,H09|No,0
H09,Does any member of this household have a diagnosed chronic conditio...,Don't know,DK/NA — excluded,Excluded from denominator,H09|Don't know,DK/NA
H10,"If yes, can this household member access regular follow-up care/med...","Yes, easily",0,Standard,"H10|Yes, easily",0
H10,"If yes, can this household member access regular follow-up care/med...","Yes, with difficulty",50,Standard,"H10|Yes, with difficulty",50
H10,"If yes, can this household member access regular follow-up care/med...",No,100,Standard,H10|No,100
H10,"If yes, can this household member access regular follow-up care/med...",Not applicable,DK/NA — excluded,Excluded from denominator,H10|Not applicable,DK/NA
H11,Do you know where to seek help if someone in your household needed ...,Yes,0,Standard,H11|Yes,0
H11,Do you know where to seek help if someone in your household needed ...,No,100,Standard,H11|No,100
H12,How comfortable would people in this community be seeking mental he...,Very uncomfortable,100,Standard,H12|Very uncomfortable,100
H12,How comfortable would people in this community be seeking mental he...,Uncomfortable,75,Standard,H12|Uncomfortable,75
H12,How comfortable would people in this community be seeking mental he...,Neutral,50,Standard,H12|Neutral,50
H12,How comfortable would people in this community be seeking mental he...,Comfortable,25,Standard,H12|Comfortable,25
H12,How comfortable would people in this community be seeking mental he...,Very comfortable,0,Standard,H12|Very comfortable,0
H13,How would you rate the overall quality of health services available...,Very poor,100,Standard,H13|Very poor,100
H13,How would you rate the overall quality of health services available...,Poor,75,Standard,H13|Poor,75
H13,How would you rate the overall quality of health services available...,Fair,50,Standard,H13|Fair,50
H13,How would you rate the overall quality of health services available...,Good,25,Standard,H13|Good,25
H13,How would you rate the overall quality of health services available...,Very good,0,Standard,H13|Very good,0
H14,"When you visit the local health facility, are essential/prescribed ...",Always,0,Standard,H14|Always,0
H14,"When you visit the local health facility, are essential/prescribed ...",Usually,30,Standard,H14|Usually,30
H14,"When you visit the local health facility, are essential/prescribed ...",Rarely,70,Standard,H14|Rarely,70
H14,"When you visit the local health facility, are essential/prescribed ...",Never,100,Standard,H14|Never,100
H15,"Has the cost of healthcare (consultation, medicine, transport) prev...","Yes, often",100,Standard,"H15|Yes, often",100
H15,"Has the cost of healthcare (consultation, medicine, transport) prev...","Yes, sometimes",50,Standard,"H15|Yes, sometimes",50
H15,"Has the cost of healthcare (consultation, medicine, transport) prev...",No,0,Standard,H15|No,0
H16,"If a medical emergency occurred, how long would it typically take f...",Under 30 min,0,Standard,H16|Under 30 min,0
H16,"If a medical emergency occurred, how long would it typically take f...",30–60 min,35,Standard,H16|30–60 min,35
H16,"If a medical emergency occurred, how long would it typically take f...",1–2 hours,70,Standard,H16|1–2 hours,70
H16,"If a medical emergency occurred, how long would it typically take f...",Over 2 hours,100,Standard,H16|Over 2 hours,100
H16,"If a medical emergency occurred, how long would it typically take f...",No emergency service available,100,Standard,H16|No emergency service available,100
ED01,Are all school-age children (6–15 years) in this household currentl...,"Yes, all",0,Standard,"ED01|Yes, all",0
ED01,Are all school-age children (6–15 years) in this household currentl...,Some,60,Standard,ED01|Some,60
ED01,Are all school-age children (6–15 years) in this household currentl...,None,100,Standard,ED01|None,100
ED01,Are all school-age children (6–15 years) in this household currentl...,No school-age children,DK/NA — excluded,Excluded from denominator,ED01|No school-age children,DK/NA
ED02,What is the approximate distance from this household to the nearest...,Floor=0,0,Numeric-Floor,ED02|Floor,0
ED02,What is the approximate distance from this household to the nearest...,Ceiling=5,100,Numeric-Ceiling,ED02|Ceiling,100
ED03,Do children in this household have safe and reliable transportation...,Yes,0,Standard,ED03|Yes,0
ED03,Do children in this household have safe and reliable transportation...,Partially,50,Standard,ED03|Partially,50
ED03,Do children in this household have safe and reliable transportation...,No,100,Standard,ED03|No,100
ED03,Do children in this household have safe and reliable transportation...,Not applicable,DK/NA — excluded,Excluded from denominator,ED03|Not applicable,DK/NA
ED04,Has any school-age child in this household stopped attending school...,Yes,100,Standard,ED04|Yes,100
ED04,Has any school-age child in this household stopped attending school...,No,0,Standard,ED04|No,0
ED05,"If yes, what was the main reason for stopping school? (financial / ...",Financial,N/A — Diagnostic,Diagnostic (not scored),ED05|Financial,DK/NA
ED05,"If yes, what was the main reason for stopping school? (financial / ...",Distance,N/A — Diagnostic,Diagnostic (not scored),ED05|Distance,DK/NA
ED05,"If yes, what was the main reason for stopping school? (financial / ...",Safety,N/A — Diagnostic,Diagnostic (not scored),ED05|Safety,DK/NA
ED05,"If yes, what was the main reason for stopping school? (financial / ...",Early marriage,N/A — Diagnostic,Diagnostic (not scored),ED05|Early marriage,DK/NA
ED05,"If yes, what was the main reason for stopping school? (financial / ...",Work,N/A — Diagnostic,Diagnostic (not scored),ED05|Work,DK/NA
ED05,"If yes, what was the main reason for stopping school? (financial / ...",Disability,N/A — Diagnostic,Diagnostic (not scored),ED05|Disability,DK/NA
ED05,"If yes, what was the main reason for stopping school? (financial / ...",Academic difficulty,N/A — Diagnostic,Diagnostic (not scored),ED05|Academic difficulty,DK/NA
ED05,"If yes, what was the main reason for stopping school? (financial / ...",Other,N/A — Diagnostic,Diagnostic (not scored),ED05|Other,DK/NA
ED06,Are there any school-age girls in this household NOT enrolled in sc...,Yes,100,Standard,ED06|Yes,100
ED06,Are there any school-age girls in this household NOT enrolled in sc...,No,0,Standard,ED06|No,0
ED06,Are there any school-age girls in this household NOT enrolled in sc...,Not applicable,DK/NA — excluded,Excluded from denominator,ED06|Not applicable,DK/NA
ED07,"What, if any, barriers do girls in this village face in continuing ...",Distance/safety,25,Multi-select weight,ED07|Distance/safety,25
ED07,"What, if any, barriers do girls in this village face in continuing ...",Lack of female teachers,25,Multi-select weight,ED07|Lack of female teachers,25
ED07,"What, if any, barriers do girls in this village face in continuing ...",Early marriage,35,Multi-select weight,ED07|Early marriage,35
ED07,"What, if any, barriers do girls in this village face in continuing ...",Household duties,20,Multi-select weight,ED07|Household duties,20
ED07,"What, if any, barriers do girls in this village face in continuing ...",Cultural norms,35,Multi-select weight,ED07|Cultural norms,35
ED07,"What, if any, barriers do girls in this village face in continuing ...",None,0,Multi-select weight,ED07|None,0
ED08,How satisfied are you with the quality of teaching at the school yo...,Very dissatisfied,100,Standard,ED08|Very dissatisfied,100
ED08,How satisfied are you with the quality of teaching at the school yo...,Dissatisfied,75,Standard,ED08|Dissatisfied,75
ED08,How satisfied are you with the quality of teaching at the school yo...,Neutral,50,Standard,ED08|Neutral,50
ED08,How satisfied are you with the quality of teaching at the school yo...,Satisfied,25,Standard,ED08|Satisfied,25
ED08,How satisfied are you with the quality of teaching at the school yo...,Very satisfied,0,Standard,ED08|Very satisfied,0
ED09,Does the local school have enough teachers to cover all subjects/gr...,Yes,0,Standard,ED09|Yes,0
ED09,Does the local school have enough teachers to cover all subjects/gr...,Partially,50,Standard,ED09|Partially,50
ED09,Does the local school have enough teachers to cover all subjects/gr...,No,100,Standard,ED09|No,100
ED09,Does the local school have enough teachers to cover all subjects/gr...,Don't know,DK/NA — excluded,Excluded from denominator,ED09|Don't know,DK/NA
ED10,Do your children have access to the textbooks and learning material...,"Yes, fully",0,Standard,"ED10|Yes, fully",0
ED10,Do your children have access to the textbooks and learning material...,Partially,50,Standard,ED10|Partially,50
ED10,Do your children have access to the textbooks and learning material...,No,100,Standard,ED10|No,100
ED11,"Does the school your children attend have adequate classrooms, clea...","Yes, all adequate",0,Standard,"ED11|Yes, all adequate",0
ED11,"Does the school your children attend have adequate classrooms, clea...",Some inadequate,50,Standard,ED11|Some inadequate,50
ED11,"Does the school your children attend have adequate classrooms, clea...",Most inadequate,100,Standard,ED11|Most inadequate,100
ED11,"Does the school your children attend have adequate classrooms, clea...",Don't know,DK/NA — excluded,Excluded from denominator,ED11|Don't know,DK/NA
ED12,Does the school have functioning computers or internet access avail...,Yes,0,Standard,ED12|Yes,0
ED12,Does the school have functioning computers or internet access avail...,No,100,Standard,ED12|No,100
ED12,Does the school have functioning computers or internet access avail...,Don't know,DK/NA — excluded,Excluded from denominator,ED12|Don't know,DK/NA
ED13,Are vocational or technical training programs available and accessi...,"Yes, accessible",0,Standard,"ED13|Yes, accessible",0
ED13,Are vocational or technical training programs available and accessi...,Exist but inaccessible,60,Standard,ED13|Exist but inaccessible,60
ED13,Are vocational or technical training programs available and accessi...,None available,100,Standard,ED13|None available,100
ED13,Are vocational or technical training programs available and accessi...,Don't know,DK/NA — excluded,Excluded from denominator,ED13|Don't know,DK/NA
ED14,Are there adult members of this household who cannot read or write?,Yes,100,Standard,ED14|Yes,100
ED14,Are there adult members of this household who cannot read or write?,No,0,Standard,ED14|No,0
WS01,What is the main source of drinking water for this household?,Piped into dwelling,0,Standard,WS01|Piped into dwelling,0
WS01,What is the main source of drinking water for this household?,Public tap,15,Standard,WS01|Public tap,15
WS01,What is the main source of drinking water for this household?,Protected well,30,Standard,WS01|Protected well,30
WS01,What is the main source of drinking water for this household?,Tanker/vendor,55,Standard,WS01|Tanker/vendor,55
WS01,What is the main source of drinking water for this household?,Unprotected well,75,Standard,WS01|Unprotected well,75
WS01,What is the main source of drinking water for this household?,Surface water (river/pond),100,Standard,WS01|Surface water (river/pond),100
WS01,What is the main source of drinking water for this household?,Other,DK/NA — excluded,Excluded from denominator,WS01|Other,DK/NA
WS02,How long does it take (round trip) to collect water from the main s...,Water on premises,0,Standard,WS02|Water on premises,0
WS02,How long does it take (round trip) to collect water from the main s...,Under 30 min,30,Standard,WS02|Under 30 min,30
WS02,How long does it take (round trip) to collect water from the main s...,30 min–1 hr,65,Standard,WS02|30 min–1 hr,65
WS02,How long does it take (round trip) to collect water from the main s...,Over 1 hr,100,Standard,WS02|Over 1 hr,100
WS03,Is your main water source available consistently throughout the yea...,"Yes, consistently",0,Standard,"WS03|Yes, consistently",0
WS03,Is your main water source available consistently throughout the yea...,Seasonal shortages,60,Standard,WS03|Seasonal shortages,60
WS03,Is your main water source available consistently throughout the yea...,Frequent shortages,85,Standard,WS03|Frequent shortages,85
WS03,Is your main water source available consistently throughout the yea...,Rarely available,100,Standard,WS03|Rarely available,100
WS04,Do you consider your household's drinking water safe to drink witho...,Yes,0,Standard,WS04|Yes,0
WS04,Do you consider your household's drinking water safe to drink witho...,"No, needs treatment",70,Standard,"WS04|No, needs treatment",70
WS04,Do you consider your household's drinking water safe to drink witho...,Don't know,DK/NA — excluded,Excluded from denominator,WS04|Don't know,DK/NA
WS05,"Does this household treat water (boiling, filtering, chlorination) ...",Always,0,Standard,WS05|Always,0
WS05,"Does this household treat water (boiling, filtering, chlorination) ...",Sometimes,50,Standard,WS05|Sometimes,50
WS05,"Does this household treat water (boiling, filtering, chlorination) ...",Never,100,Standard,WS05|Never,100
WS06,Has any household member experienced illness suspected to be relate...,Yes,100,Standard,WS06|Yes,100
WS06,Has any household member experienced illness suspected to be relate...,No,0,Standard,WS06|No,0
WS06,Has any household member experienced illness suspected to be relate...,Don't know,DK/NA — excluded,Excluded from denominator,WS06|Don't know,DK/NA
WS07,What type of toilet facility does this household primarily use?,Flush/pour-flush to sewer or septic,0,Standard,WS07|Flush/pour-flush to sewer or septic,0
WS07,What type of toilet facility does this household primarily use?,Pit latrine with slab,25,Standard,WS07|Pit latrine with slab,25
WS07,What type of toilet facility does this household primarily use?,Shared/public facility,55,Standard,WS07|Shared/public facility,55
WS07,What type of toilet facility does this household primarily use?,Pit latrine without slab,80,Standard,WS07|Pit latrine without slab,80
WS07,What type of toilet facility does this household primarily use?,Open defecation,100,Standard,WS07|Open defecation,100
WS08,"Is your household's toilet facility private and safe to use, includ...",Yes,0,Standard,WS08|Yes,0
WS08,"Is your household's toilet facility private and safe to use, includ...",Somewhat,50,Standard,WS08|Somewhat,50
WS08,"Is your household's toilet facility private and safe to use, includ...",No,100,Standard,WS08|No,100
WS09,Does this household have a handwashing facility with both water and...,Yes,0,Standard,WS09|Yes,0
WS09,Does this household have a handwashing facility with both water and...,"Water only, no soap",50,Standard,"WS09|Water only, no soap",50
WS09,Does this household have a handwashing facility with both water and...,No facility,100,Standard,WS09|No facility,100
WS10,Is there a regular waste collection service operating in this village?,"Yes, weekly or more",0,Standard,"WS10|Yes, weekly or more",0
WS10,Is there a regular waste collection service operating in this village?,"Yes, irregular",50,Standard,"WS10|Yes, irregular",50
WS10,Is there a regular waste collection service operating in this village?,No service,100,Standard,WS10|No service,100
WS11,"In the absence of formal collection, how does this household primar...",Burning,N/A — Diagnostic,Diagnostic (not scored),WS11|Burning,DK/NA
WS11,"In the absence of formal collection, how does this household primar...",Burying,N/A — Diagnostic,Diagnostic (not scored),WS11|Burying,DK/NA
WS11,"In the absence of formal collection, how does this household primar...",Open dumping,N/A — Diagnostic,Diagnostic (not scored),WS11|Open dumping,DK/NA
WS11,"In the absence of formal collection, how does this household primar...",Private collection,N/A — Diagnostic,Diagnostic (not scored),WS11|Private collection,DK/NA
WS11,"In the absence of formal collection, how does this household primar...",Other,N/A — Diagnostic,Diagnostic (not scored),WS11|Other,DK/NA
EE01,Is this household connected to the national electricity grid?,Yes,0,Standard,EE01|Yes,0
EE01,Is this household connected to the national electricity grid?,"No, uses alternative source",60,Standard,"EE01|No, uses alternative source",60
EE01,Is this household connected to the national electricity grid?,No electricity access,100,Standard,EE01|No electricity access,100
EE02,"On a typical day, how many hours does the electricity supply get in...",No outages,0,Standard,EE02|No outages,0
EE02,"On a typical day, how many hours does the electricity supply get in...",Under 2 hrs,33,Standard,EE02|Under 2 hrs,33
EE02,"On a typical day, how many hours does the electricity supply get in...",2–6 hrs,67,Standard,EE02|2–6 hrs,67
EE02,"On a typical day, how many hours does the electricity supply get in...",Over 6 hrs,100,Standard,EE02|Over 6 hrs,100
EE02,"On a typical day, how many hours does the electricity supply get in...",No grid connection,DK/NA — excluded,Excluded from denominator,EE02|No grid connection,DK/NA
EE03,"If not connected to the grid, what is the household's main energy s...",Solar,N/A — Diagnostic,Diagnostic (not scored),EE03|Solar,DK/NA
EE03,"If not connected to the grid, what is the household's main energy s...",Generator,N/A — Diagnostic,Diagnostic (not scored),EE03|Generator,DK/NA
EE03,"If not connected to the grid, what is the household's main energy s...",Gas,N/A — Diagnostic,Diagnostic (not scored),EE03|Gas,DK/NA
EE03,"If not connected to the grid, what is the household's main energy s...",Firewood,N/A — Diagnostic,Diagnostic (not scored),EE03|Firewood,DK/NA
EE03,"If not connected to the grid, what is the household's main energy s...",biomass,N/A — Diagnostic,Diagnostic (not scored),EE03|biomass,DK/NA
EE03,"If not connected to the grid, what is the household's main energy s...",Other,N/A — Diagnostic,Diagnostic (not scored),EE03|Other,DK/NA
EE03,"If not connected to the grid, what is the household's main energy s...",Not applicable,N/A — Diagnostic,Diagnostic (not scored),EE03|Not applicable,DK/NA
EE04,What is the primary fuel or technology this household uses for cook...,Electricity/LPG/natural gas,0,Standard,EE04|Electricity/LPG/natural gas,0
EE04,What is the primary fuel or technology this household uses for cook...,Improved cookstove,35,Standard,EE04|Improved cookstove,35
EE04,What is the primary fuel or technology this household uses for cook...,Firewood/charcoal/open fire,100,Standard,EE04|Firewood/charcoal/open fire,100
EE04,What is the primary fuel or technology this household uses for cook...,Other,DK/NA — excluded,Excluded from denominator,EE04|Other,DK/NA
EE05,Do household members experience respiratory or eye irritation sympt...,"Yes, frequently",100,Standard,"EE05|Yes, frequently",100
EE05,Do household members experience respiratory or eye irritation sympt...,Occasionally,50,Standard,EE05|Occasionally,50
EE05,Do household members experience respiratory or eye irritation sympt...,Never,0,Standard,EE05|Never,0
EE05,Do household members experience respiratory or eye irritation sympt...,Not applicable,DK/NA — excluded,Excluded from denominator,EE05|Not applicable,DK/NA
EE06,Does this household experience water scarcity that affects farming ...,"Yes, severe",100,Standard,"EE06|Yes, severe",100
EE06,Does this household experience water scarcity that affects farming ...,"Yes, moderate",55,Standard,"EE06|Yes, moderate",55
EE06,Does this household experience water scarcity that affects farming ...,No,0,Standard,EE06|No,0
EE07,"Compared to 5 years ago, how would you describe the quality of agri...",Improved,0,Standard,EE07|Improved,0
EE07,"Compared to 5 years ago, how would you describe the quality of agri...",Same,30,Standard,EE07|Same,30
EE07,"Compared to 5 years ago, how would you describe the quality of agri...",Degraded,100,Standard,EE07|Degraded,100
EE07,"Compared to 5 years ago, how would you describe the quality of agri...",Don't know,DK/NA — excluded,Excluded from denominator,EE07|Don't know,DK/NA
EE08,"Has this household been affected by a flood, drought, or other natu...",Yes,100,Standard,EE08|Yes,100
EE08,"Has this household been affected by a flood, drought, or other natu...",No,0,Standard,EE08|No,0
EE09,Are you aware of any environmental conservation or clean energy pro...,Yes,0,Standard,EE09|Yes,0
EE09,Are you aware of any environmental conservation or clean energy pro...,No,100,Standard,EE09|No,100
EE10,Does this household practice any form of water conservation or reso...,"Yes, regularly",0,Standard,"EE10|Yes, regularly",0
EE10,Does this household practice any form of water conservation or reso...,Occasionally,50,Standard,EE10|Occasionally,50
